Price,Brand,Model,Reg_Date,Km,Capacity,Type
24800000.0,yamaha,exciter,2015.0,12345.0,100 - 175 cc,tay côn/moto
35800000.0,suzuki,raider,2021.0,9800.0,100 - 175 cc,tay côn/moto
27500000.0,piaggio,vespa,2014.0,8999.0,100 - 175 cc,tay ga
28800000.0,yamaha,nvx,2018.0,23000.0,100 - 175 cc,tay ga
27500000.0,honda,air blade,2016.0,8000.0,100 - 175 cc,tay ga
17500000.0,honda,air blade,2016.0,12000.0,100 - 175 cc,tay ga
24800000.0,yamaha,exciter,2016.0,10000.0,100 - 175 cc,tay côn/moto
51000000.0,honda,sh,2016.0,20000.0,100 - 175 cc,tay ga
28000000.0,suzuki,satria,2021.0,5.0,100 - 175 cc,tay côn/moto
9000000.0,piaggio,vespa,2012.0,20000.0,100 - 175 cc,tay ga
20500000.0,honda,lead,2015.0,12345.0,100 - 175 cc,tay ga
17800000.0,yamaha,exciter,2018.0,30000.0,100 - 175 cc,tay côn/moto
21000000.0,honda,winner,2017.0,21000.0,100 - 175 cc,tay côn/moto
8500000.0,honda,wave,2007.0,123456.0,50 - 100 cc,xe số
39900000.0,honda,vario,2020.0,9000.0,100 - 175 cc,tay ga
18500000.0,yamaha,exciter,2014.0,33333.0,100 - 175 cc,tay côn/moto
23800000.0,suzuki,raider,2019.0,10000.0,100 - 175 cc,xe số
19000000.0,yamaha,janus,2018.0,30000.0,100 - 175 cc,tay ga
9800000.0,yamaha,mio,2011.0,12345.0,100 - 175 cc,tay ga
16500000.0,honda,winner,2018.0,9999.0,100 - 175 cc,tay côn/moto
72500000.0,yamaha,mt,2022.0,9900.0,100 - 175 cc,tay côn/moto
37000000.0,honda,vario,2019.0,17000.0,100 - 175 cc,tay ga
19500000.0,honda,winner,2017.0,10000.0,100 - 175 cc,tay côn/moto
31000000.0,yamaha,exciter,2020.0,11000.0,100 - 175 cc,tay côn/moto
32000000.0,piaggio,vespa,2015.0,5555.0,100 - 175 cc,tay ga
25000000.0,suzuki,satria,2019.0,35000.0,100 - 175 cc,tay côn/moto
30200000.0,honda,lead,2021.0,8000.0,100 - 175 cc,xe số
26800000.0,honda,vision,2018.0,25000.0,100 - 175 cc,tay ga
36705467.2759824,yamaha,fz,2014.0,8118.0,100 - 175 cc,tay côn/moto
45500000.0,honda,sh mode,2018.0,18000.0,100 - 175 cc,tay ga
23500000.0,honda,lead,2015.0,20000.0,100 - 175 cc,tay ga
34500000.0,yamaha,exciter,2022.0,5000.0,100 - 175 cc,tay côn/moto
32700000.0,suzuki,raider,2022.0,7000.0,100 - 175 cc,tay côn/moto
6000000.0,kawasaki,max,2010.0,36000.0,100 - 175 cc,xe số
19500000.0,honda,air blade,2013.0,35000.0,100 - 175 cc,tay ga
28800000.0,yamaha,exciter,2022.0,5000.0,100 - 175 cc,tay côn/moto
28490000.0,yamaha,exciter,2019.0,15000.0,100 - 175 cc,tay côn/moto
5500000.0,honda,wave,2011.0,21000.0,100 - 175 cc,xe số
5500000.0,honda,wave,2011.0,21000.0,100 - 175 cc,xe số
6500000.0,honda,wave,2005.0,20000.0,100 - 175 cc,xe số
20800000.0,honda,air blade,2015.0,12345.0,100 - 175 cc,tay ga
8500000.0,honda,lead,2011.0,12345.0,100 - 175 cc,tay ga
72000000.0,honda,sh,2021.0,2000.0,100 - 175 cc,tay ga
10000000.0,honda,wave,2011.0,58000.0,100 - 175 cc,xe số
10000000.0,honda,wave,2011.0,29000.0,100 - 175 cc,xe số
29800000.0,honda,air blade,2016.0,29000.0,100 - 175 cc,tay ga
24800000.0,honda,air blade,2014.0,12345.0,100 - 175 cc,tay ga
34800000.0,suzuki,satria,2021.0,10000.0,100 - 175 cc,tay côn/moto
19500000.0,yamaha,nvx,2018.0,10000.0,100 - 175 cc,tay ga
14500000.0,yamaha,nouvo,2013.0,33000.0,100 - 175 cc,tay ga
25500000.0,yamaha,mio,2021.0,5.0,100 - 175 cc,tay ga
65000000.0,honda,sh,2019.0,18000.0,100 - 175 cc,tay ga
16500000.0,piaggio,liberty,2015.0,35000.0,100 - 175 cc,tay ga
21000000.0,honda,winner x,2019.0,25000.0,100 - 175 cc,tay côn/moto
8200000.0,suzuki,axelo,2013.0,30000.0,100 - 175 cc,tay côn/moto
92000000.0,honda,cbr,2017.0,33000.0,trên 175 cc,tay côn/moto
37800000.0,honda,sonic,2021.0,20000.0,trên 175 cc,tay côn/moto
31500000.0,honda,future,2021.0,12000.0,100 - 175 cc,xe số
59000000.0,honda,click,2017.0,15800.0,100 - 175 cc,tay ga
39900000.0,honda,sh mode,2015.0,9000.0,100 - 175 cc,tay ga
23900000.0,honda,winner,2018.0,9000.0,100 - 175 cc,xe số
24500000.0,honda,winner,2019.0,22222.0,100 - 175 cc,tay côn/moto
7800000.0,honda,scr,2007.0,12345.0,100 - 175 cc,tay ga
39000000.0,honda,vario,2019.0,28000.0,100 - 175 cc,tay ga
4500000.0,honda,dream,2009.0,500000.0,100 - 175 cc,xe số
50500000.0,honda,pcx,2019.0,17000.0,100 - 175 cc,tay ga
3000000.0,sym,attila,2009.0,50000.0,100 - 175 cc,tay ga
32500000.0,honda,winner x,2022.0,900.0,100 - 175 cc,tay côn/moto
9500000.0,honda,wave,2010.0,28000.0,100 - 175 cc,xe số
7600000.0,yamaha,sirius,2011.0,10000.0,100 - 175 cc,xe số
17800000.0,suzuki,raider,2015.0,12345.0,100 - 175 cc,tay côn/moto
23500000.0,honda,vision,2020.0,8000.0,100 - 175 cc,tay ga
38500000.0,honda,sonic,2019.0,8000.0,100 - 175 cc,tay côn/moto
25900000.0,yamaha,exciter,2020.0,8000.0,100 - 175 cc,tay côn/moto
21000000.0,piaggio,vespa,2021.0,8000.0,100 - 175 cc,tay ga
11500000.0,honda,wave,2018.0,55555.0,100 - 175 cc,tay ga
4000000.0,honda,wave,2009.0,36000.0,100 - 175 cc,xe số
19800000.0,yamaha,exciter,2021.0,8000.0,100 - 175 cc,tay côn/moto
65000000.0,honda,cub,2018.0,23456.0,100 - 175 cc,xe số
81000000.0,honda,wave,2021.0,214.0,100 - 175 cc,xe số
32700000.0,honda,scoopy,2020.0,25000.0,100 - 175 cc,tay ga
6700000.0,yamaha,sirius,2010.0,21000.0,100 - 175 cc,xe số
24500000.0,honda,air blade,2016.0,20000.0,100 - 175 cc,tay ga
25500000.0,honda,winner,2017.0,27890.0,100 - 175 cc,tay côn/moto
30800000.0,yamaha,nvx,2017.0,18000.0,100 - 175 cc,tay ga
9800000.0,honda,wave,2010.0,250000.0,100 - 175 cc,xe số
32000000.0,yamaha,exciter,2020.0,5800.0,100 - 175 cc,tay côn/moto
25000000.0,honda,vision,2020.0,6000.0,100 - 175 cc,tay ga
20000000.0,honda,wave,2019.0,15000.0,100 - 175 cc,xe số
14800000.0,yamaha,janus,2020.0,4000.0,100 - 175 cc,tay ga
19800000.0,yamaha,nvx,2020.0,1000.0,100 - 175 cc,tay ga
69000000.0,honda,sh,2018.0,17000.0,100 - 175 cc,tay ga
11300000.0,honda,blade,2016.0,12345.0,100 - 175 cc,xe số
58500000.0,honda,vario,2018.0,19000.0,100 - 175 cc,tay ga
29000000.0,honda,air blade,2016.0,8000.0,100 - 175 cc,tay ga
17000000.0,honda,winner,2018.0,42000.0,100 - 175 cc,tay côn/moto
18500000.0,honda,vision,2014.0,30000.0,100 - 175 cc,tay ga
32500000.0,suzuki,satria,2020.0,22222.0,100 - 175 cc,tay côn/moto
22800000.0,honda,vision,2017.0,12345.0,100 - 175 cc,tay ga
43000000.0,honda,sh mode,2016.0,7000.0,trên 175 cc,tay ga
28800000.0,honda,winner x,2022.0,10000.0,100 - 175 cc,tay côn/moto
29000000.0,honda,vision,2016.0,28000.0,100 - 175 cc,tay ga
32800000.0,honda,vario,2020.0,22000.0,100 - 175 cc,tay ga
31800000.0,honda,air blade,2019.0,5555.0,100 - 175 cc,tay ga
9500000.0,yamaha,luvias,2012.0,20000.0,100 - 175 cc,tay ga
29500000.0,honda,vision,2019.0,14000.0,100 - 175 cc,tay ga
8700000.0,honda,wave,2009.0,10000.0,50 - 100 cc,xe số
94800000.0,honda,sh,2020.0,9000.0,100 - 175 cc,tay ga
38800000.0,honda,air blade,2022.0,2000.0,100 - 175 cc,tay ga
7800000.0,yamaha,sirius,2007.0,60000.0,100 - 175 cc,xe số
34000000.0,suzuki,gsx,2021.0,6000.0,100 - 175 cc,tay côn/moto
5600000.0,honda,wave,2008.0,36000.0,100 - 175 cc,xe số
2500000.0,honda,wave,2008.0,150000.0,100 - 175 cc,xe số
41800000.0,yamaha,exciter,2022.0,5000.0,100 - 175 cc,tay côn/moto
16500000.0,honda,winner,2019.0,30000.0,100 - 175 cc,tay côn/moto
12700000.0,yamaha,sirius,2013.0,21000.0,100 - 175 cc,xe số
13800000.0,honda,vision,2013.0,14873.0,100 - 175 cc,tay ga
25000000.0,honda,air blade,2016.0,11111.0,100 - 175 cc,tay ga
19800000.0,yamaha,exciter,2013.0,20000.0,100 - 175 cc,tay côn/moto
70000000.0,honda,sh,2022.0,88888.0,100 - 175 cc,tay ga
2600000.0,yamaha,mio,2009.0,111111.0,100 - 175 cc,xe số
23000000.0,honda,winner,2021.0,20000.0,100 - 175 cc,tay côn/moto
63800000.0,honda,sh,2016.0,22222.0,100 - 175 cc,tay ga
14500000.0,honda,vision,2013.0,10000.0,100 - 175 cc,tay ga
8500000.0,yamaha,luvias,2013.0,28000.0,100 - 175 cc,tay ga
23000000.0,yamaha,exciter,2017.0,12000.0,100 - 175 cc,tay côn/moto
16800000.0,yamaha,exciter,2014.0,12345.0,100 - 175 cc,tay côn/moto
24500000.0,honda,lead,2014.0,20000.0,100 - 175 cc,tay ga
22500000.0,yamaha,nvx,2017.0,22000.0,100 - 175 cc,tay ga
12500000.0,yamaha,sirius,2017.0,15000.0,100 - 175 cc,xe số
93000000.0,honda,sh,2022.0,5.0,100 - 175 cc,tay ga
10000000.0,honda,sh,2022.0,2000.0,100 - 175 cc,tay ga
18800000.0,honda,lead,2019.0,5000.0,100 - 175 cc,tay ga
18500000.0,honda,winner,2017.0,27000.0,100 - 175 cc,tay côn/moto
14500000.0,honda,wave,2019.0,19000.0,100 - 175 cc,xe số
12800000.0,honda,wave,2015.0,33000.0,100 - 175 cc,xe số
12600000.0,piaggio,liberty,2014.0,12500.0,100 - 175 cc,tay ga
53000000.0,honda,vision,2018.0,42000.0,100 - 175 cc,tay ga
59000000.0,honda,wave,2023.0,2000.0,100 - 175 cc,xe số
40900000.0,honda,vario,2022.0,1.0,100 - 175 cc,tay ga
55500000.0,gpx,legend gentleman 200,2021.0,8.0,trên 175 cc,tay côn/moto
26000000.0,honda,winner x,2019.0,2500.0,100 - 175 cc,tay côn/moto
29500000.0,suzuki,gsx,2017.0,22222.0,100 - 175 cc,tay côn/moto
20800000.0,yamaha,exciter,2013.0,12345.0,100 - 175 cc,tay côn/moto
36888888.0,honda,future,2021.0,6300.0,100 - 175 cc,xe số
27550000.0,honda,vision,2019.0,12345.0,100 - 175 cc,tay ga
62500000.0,honda,sh mode,2022.0,6000.0,100 - 175 cc,tay ga
31000000.0,yamaha,r,2013.0,32000.0,100 - 175 cc,tay côn/moto
66000000.0,honda,wave,2020.0,7000.0,100 - 175 cc,xe số
17500000.0,yamaha,acruzo,2018.0,11000.0,100 - 175 cc,tay ga
34000000.0,honda,scoopy,2019.0,14000.0,100 - 175 cc,tay ga
32000000.0,honda,winner x,2023.0,850.0,100 - 175 cc,tay côn/moto
7900000.0,honda,wave,2010.0,58760.0,50 - 100 cc,xe số
25900000.0,yamaha,exciter,2020.0,8000.0,100 - 175 cc,tay côn/moto
12000000.0,honda,future,2018.0,8000.0,100 - 175 cc,xe số
4500000.0,honda,wave,2010.0,36000.0,100 - 175 cc,xe số
33500000.0,honda,future,2022.0,3900.0,100 - 175 cc,xe số
16700000.0,piaggio,lx,2014.0,21000.0,100 - 175 cc,tay ga
29800000.0,piaggio,gts,2014.0,20000.0,100 - 175 cc,tay ga
11000000.0,yamaha,sirius,2017.0,10000.0,100 - 175 cc,xe số
12500000.0,honda,wave,2013.0,17000.0,50 - 100 cc,xe số
23500000.0,yamaha,janus,2019.0,12345.0,100 - 175 cc,tay ga
18500000.0,honda,vision,2017.0,18200.0,100 - 175 cc,tay ga
11500000.0,yamaha,sirius,2015.0,27890.0,100 - 175 cc,xe số
33800000.0,yamaha,nvx,2018.0,19000.0,100 - 175 cc,tay ga
46000000.0,honda,vario,2018.0,12000.0,100 - 175 cc,tay ga
36000000.0,suzuki,gsx,2020.0,12000.0,100 - 175 cc,tay côn/moto
93000000.0,honda,sh,2020.0,29633.0,100 - 175 cc,tay ga
22500000.0,yamaha,janus,2017.0,20000.0,100 - 175 cc,tay ga
9500000.0,honda,lead,2010.0,46000.0,100 - 175 cc,tay ga
18800000.0,honda,lead,2019.0,4300.0,100 - 175 cc,tay ga
80000000.0,honda,blade,2021.0,124.0,100 - 175 cc,xe số
33000000.0,honda,vario,2019.0,20000.0,100 - 175 cc,tay ga
19800000.0,suzuki,satria,2015.0,12345.0,100 - 175 cc,tay côn/moto
5500000.0,sym,elizabeth,2010.0,50000.0,100 - 175 cc,tay ga
20800000.0,yamaha,exciter,2016.0,12345.0,100 - 175 cc,tay côn/moto
38800000.0,yamaha,exciter,2022.0,100.0,100 - 175 cc,tay côn/moto
32900000.0,honda,air blade,2020.0,8700.0,100 - 175 cc,tay ga
102500000.0,honda,sh,2020.0,8000.0,100 - 175 cc,tay ga
26500000.0,honda,air blade,2020.0,50000.0,100 - 175 cc,tay ga
21800000.0,piaggio,lx,2014.0,14000.0,100 - 175 cc,tay ga
70000000.0,honda,sh,2017.0,19999.0,100 - 175 cc,tay ga
27500000.0,suzuki,raider,2018.0,8000.0,100 - 175 cc,tay côn/moto
5500000.0,yamaha,sirius,2008.0,36000.0,100 - 175 cc,xe số
35000000.0,yamaha,exciter,2021.0,2600.0,100 - 175 cc,tay côn/moto
21500000.0,honda,air blade,2013.0,50000.0,100 - 175 cc,tay ga
6900000.0,honda,dream,2006.0,21000.0,100 - 175 cc,tay côn/moto
70000000.0,piaggio,vespa,2021.0,26174.0,100 - 175 cc,tay ga
58500000.0,piaggio,sprint,2019.0,6000.0,100 - 175 cc,tay ga
42000000.0,honda,vario,2020.0,4588.0,100 - 175 cc,tay ga
21000000.0,piaggio,vespa,2014.0,8000.0,100 - 175 cc,tay ga
50800000.0,honda,sh mode,2018.0,10000.0,100 - 175 cc,tay ga
51999999.0,honda,vision,2023.0,29.0,100 - 175 cc,tay ga
88000000.0,honda,sh,2020.0,8000.0,100 - 175 cc,tay ga
36000000.0,honda,winner x,2022.0,300.0,100 - 175 cc,tay côn/moto
7800000.0,honda,wave,2011.0,12345.0,100 - 175 cc,xe số
17500000.0,piaggio,vespa,2013.0,15000.0,100 - 175 cc,tay ga
21000000.0,honda,air blade,2017.0,12000.0,100 - 175 cc,tay ga
13500000.0,yamaha,jupiter,2018.0,1000.0,100 - 175 cc,xe số
14000000.0,yamaha,nozza,2015.0,39000.0,100 - 175 cc,tay ga
64800000.0,honda,sh mode,2021.0,4000.0,100 - 175 cc,tay ga
9000000.0,honda,click,2010.0,27890.0,100 - 175 cc,tay ga
55000000.0,honda,sh,2016.0,25000.0,100 - 175 cc,tay ga
25500000.0,honda,lead,2016.0,16000.0,100 - 175 cc,tay ga
5200000.0,sym,attila,2012.0,15000.0,100 - 175 cc,tay ga
6900000.0,yamaha,nouvo,2011.0,12345.0,100 - 175 cc,tay ga
20800000.0,yamaha,nvx,2019.0,3000.0,100 - 175 cc,tay ga
42500000.0,honda,air blade,2023.0,1000.0,100 - 175 cc,tay ga
69500000.0,honda,sh,2019.0,8000.0,100 - 175 cc,tay ga
32500000.0,honda,air blade,2019.0,8000.0,100 - 175 cc,tay ga
63800000.0,piaggio,sprint,2019.0,9000.0,100 - 175 cc,tay ga
17800000.0,ducati,monster,2017.0,12345.0,100 - 175 cc,tay côn/moto
5700000.0,honda,wave,2008.0,500000.0,100 - 175 cc,xe số
17500000.0,honda,winner,2019.0,10000.0,100 - 175 cc,tay côn/moto
22800000.0,honda,air blade,2013.0,123456.0,100 - 175 cc,tay ga
88500000.0,honda,sh,2020.0,9000.0,100 - 175 cc,tay ga
89000000.0,honda,sh,2019.0,7000.0,100 - 175 cc,tay ga
15300000.0,honda,winner,2019.0,20000.0,100 - 175 cc,tay côn/moto
78000000.0,honda,sh,2020.0,7000.0,100 - 175 cc,tay ga
20000000.0,honda,winner,2017.0,25000.0,100 - 175 cc,tay côn/moto
16500000.0,honda,vision,2013.0,8686.0,100 - 175 cc,tay ga
67500000.0,piaggio,sprint,2021.0,2000.0,100 - 175 cc,tay ga
9800000.0,yamaha,luvias,2010.0,20000.0,100 - 175 cc,tay ga
98000000.0,honda,sh,2019.0,9000.0,100 - 175 cc,tay ga
14500000.0,honda,wave,2020.0,11588.0,100 - 175 cc,xe số
83500000.0,piaggio,sprint,2023.0,800.0,100 - 175 cc,tay ga
22800000.0,honda,lead,2016.0,10000.0,100 - 175 cc,tay ga
10800000.0,piaggio,zip,2015.0,15000.0,100 - 175 cc,tay ga
75000000.0,honda,sh,2019.0,40000.0,100 - 175 cc,tay ga
8500000.0,honda,click,2011.0,10000.0,100 - 175 cc,tay ga
12800000.0,honda,wave,2013.0,40000.0,100 - 175 cc,xe số
23000000.0,piaggio,vespa,2014.0,50000.0,100 - 175 cc,tay ga
7000000.0,sym,attila,2005.0,25000.0,100 - 175 cc,tay ga
30800000.0,yamaha,nvx,2017.0,23000.0,100 - 175 cc,tay ga
82000000.0,honda,sh,2019.0,22658.0,100 - 175 cc,tay ga
27000000.0,honda,air blade,2016.0,100000.0,100 - 175 cc,tay ga
2500000.0,kawasaki,max,2010.0,23456.0,50 - 100 cc,xe số
15800000.0,honda,pcx,2016.0,2000.0,100 - 175 cc,tay ga
38800000.0,honda,lead,2023.0,2000.0,100 - 175 cc,tay ga
8900000.0,honda,wave,2011.0,12345.0,100 - 175 cc,xe số
26500000.0,honda,lead,2016.0,20000.0,100 - 175 cc,tay ga
21800000.0,piaggio,primavera,2018.0,6000.0,100 - 175 cc,tay ga
35000000.0,honda,future,2022.0,5000.0,100 - 175 cc,xe số
8900000.0,sym,elizabeth,2011.0,12345.0,100 - 175 cc,tay ga
55000000.0,honda,vario,2020.0,20000.0,100 - 175 cc,tay ga
9500000.0,honda,dream,2013.0,12000.0,100 - 175 cc,xe số
59500000.0,piaggio,sprint,2018.0,12000.0,100 - 175 cc,tay ga
28800000.0,honda,air blade,2019.0,12345.0,100 - 175 cc,tay ga
31490000.0,honda,air blade,2019.0,25500.0,100 - 175 cc,tay ga
25900000.0,honda,winner x,2022.0,1000.0,100 - 175 cc,tay côn/moto
29000000.0,suzuki,satria,2019.0,17000.0,100 - 175 cc,tay côn/moto
8900000.0,piaggio,liberty,2012.0,14141.0,100 - 175 cc,tay ga
71500000.0,honda,sh,2018.0,8000.0,100 - 175 cc,tay ga
59900000.0,honda,sh mode,2022.0,5000.0,100 - 175 cc,tay ga
42000000.0,yamaha,exciter,2022.0,5.0,100 - 175 cc,tay côn/moto
16500000.0,yamaha,exciter,2019.0,35000.0,100 - 175 cc,tay côn/moto
63000000.0,honda,sh,2022.0,2.0,100 - 175 cc,tay ga
105800000.0,kawasaki,ninja,2018.0,4000.0,trên 175 cc,tay côn/moto
18500000.0,honda,vision,2018.0,8000.0,100 - 175 cc,tay ga
72000000.0,honda,sh,2017.0,20000.0,100 - 175 cc,tay ga
32000000.0,honda,lead,2019.0,16000.0,trên 175 cc,tay ga
8500000.0,honda,lead,2010.0,50000.0,100 - 175 cc,tay ga
77000000.0,honda,sh,2021.0,2525.0,100 - 175 cc,tay ga
36500000.0,honda,winner,2019.0,8000.0,100 - 175 cc,tay côn/moto
42500000.0,piaggio,sprint,2016.0,9900.0,100 - 175 cc,tay ga
26800000.0,yamaha,exciter,2018.0,15000.0,100 - 175 cc,tay côn/moto
8300000.0,honda,wave,2009.0,31000.0,100 - 175 cc,xe số
100000000.0,honda,sh,2021.0,8000.0,100 - 175 cc,tay ga
11500000.0,yamaha,exciter,2015.0,12000.0,100 - 175 cc,tay côn/moto
15000000.0,honda,wave,2020.0,15000.0,100 - 175 cc,xe số
16800000.0,piaggio,liberty,2015.0,20000.0,100 - 175 cc,tay ga
47500000.0,piaggio,liberty,2023.0,900.0,100 - 175 cc,tay ga
9800000.0,honda,air blade,2009.0,10000.0,100 - 175 cc,tay ga
19800000.0,yamaha,nvx,2022.0,1860.0,100 - 175 cc,tay ga
24800000.0,honda,vision,2018.0,2452.0,100 - 175 cc,tay ga
90000000.0,honda,sh,2022.0,1500.0,100 - 175 cc,tay ga
37000000.0,honda,sh mode,2014.0,27000.0,100 - 175 cc,tay ga
15500000.0,yamaha,janus,2018.0,12000.0,100 - 175 cc,tay ga
63000000.0,honda,sh,2018.0,10000.0,trên 175 cc,tay ga
59500000.0,honda,vario,2018.0,16000.0,100 - 175 cc,tay ga
14800000.0,honda,wave,2020.0,1000.0,100 - 175 cc,xe số
25500000.0,honda,lead,2017.0,26000.0,100 - 175 cc,tay ga
45000000.0,honda,future,2021.0,2000.0,100 - 175 cc,xe số
55800000.0,piaggio,sprint,2018.0,12345.0,100 - 175 cc,tay ga
87000000.0,honda,sh,2022.0,4200.0,100 - 175 cc,tay ga
15500000.0,honda,wave,2022.0,7890.0,100 - 175 cc,xe số
24800000.0,yamaha,exciter,2016.0,30000.0,100 - 175 cc,tay côn/moto
25500000.0,honda,air blade,2014.0,12000.0,100 - 175 cc,tay ga
24000000.0,honda,air blade,2013.0,14000.0,trên 175 cc,tay ga
53800000.0,honda,sh,2018.0,5000.0,100 - 175 cc,tay ga
12800000.0,honda,air blade,2015.0,16000.0,100 - 175 cc,tay ga
34500000.0,honda,future,2022.0,5000.0,100 - 175 cc,xe số
13500000.0,piaggio,liberty,2013.0,15000.0,100 - 175 cc,tay ga
46500000.0,honda,sh,2017.0,5000.0,100 - 175 cc,tay ga
25000000.0,honda,air blade,2016.0,25000.0,100 - 175 cc,tay ga
42000000.0,honda,air blade,2020.0,5000.0,100 - 175 cc,tay ga
12300000.0,suzuki,axelo,2014.0,12345.0,100 - 175 cc,tay côn/moto
43000000.0,honda,air blade,2022.0,3000.0,100 - 175 cc,tay ga
14500000.0,yamaha,jupiter,2014.0,20000.0,100 - 175 cc,xe số
77000000.0,piaggio,vespa,2019.0,15999.0,trên 175 cc,tay ga
9000000.0,yamaha,nouvo,2012.0,123456.0,100 - 175 cc,tay ga
11800000.0,yamaha,exciter,2015.0,9000.0,100 - 175 cc,tay côn/moto
45000000.0,honda,future,2021.0,19000.0,100 - 175 cc,xe số
10000000.0,honda,lead,2010.0,23456.0,100 - 175 cc,tay ga
3200000.0,honda,wave,2006.0,23868.0,100 - 175 cc,xe số
30500000.0,honda,air blade,2016.0,12000.0,100 - 175 cc,tay ga
5500000.0,honda,wave,2010.0,20000.0,100 - 175 cc,xe số
20800000.0,honda,winner x,2019.0,8000.0,100 - 175 cc,tay côn/moto
97500000.0,honda,sh,2020.0,9000.0,100 - 175 cc,tay ga
52000000.0,honda,sh mode,2018.0,11000.0,100 - 175 cc,tay ga
7500000.0,yamaha,mio,2006.0,123456.0,100 - 175 cc,tay ga
12500000.0,honda,air blade,2014.0,15000.0,trên 175 cc,tay ga
98000000.0,honda,sh,2021.0,16000.0,trên 175 cc,tay ga
55000000.0,piaggio,medley,2020.0,7000.0,100 - 175 cc,tay ga
75800000.0,honda,sh,2018.0,10000.0,100 - 175 cc,tay ga
30300000.0,honda,vision,2019.0,10000.0,100 - 175 cc,tay ga
35000000.0,honda,air blade,2019.0,18000.0,trên 175 cc,tay ga
8500000.0,yamaha,luvias,2012.0,31000.0,100 - 175 cc,tay ga
14800000.0,benelli,tnt,2017.0,10000.0,100 - 175 cc,tay côn/moto
37500000.0,piaggio,primavera,2017.0,13000.0,100 - 175 cc,tay ga
6800000.0,honda,click,2012.0,18000.0,100 - 175 cc,tay ga
34000000.0,honda,air blade,2019.0,9000.0,trên 175 cc,tay ga
26500000.0,honda,air blade,2017.0,25000.0,100 - 175 cc,tay ga
24500000.0,honda,air blade,2013.0,12345.0,100 - 175 cc,tay ga
4500000.0,honda,wave,2003.0,20000.0,100 - 175 cc,xe số
25300000.0,yamaha,exciter,2017.0,17890.0,100 - 175 cc,tay côn/moto
38500000.0,honda,air blade,2021.0,6000.0,100 - 175 cc,tay ga
8500000.0,honda,air blade,2010.0,16000.0,100 - 175 cc,tay ga
86000000.0,honda,sh,2018.0,14000.0,100 - 175 cc,tay ga
23800000.0,yamaha,exciter,2020.0,3000.0,100 - 175 cc,tay côn/moto
18999999.0,yamaha,fz,2015.0,40000.0,100 - 175 cc,tay côn/moto
40000000.0,honda,vario,2022.0,7000.0,100 - 175 cc,tay ga
6500000.0,suzuki,viva,2002.0,12345.0,100 - 175 cc,xe số
43500000.0,honda,air blade,2021.0,1.0,100 - 175 cc,tay ga
67000000.0,honda,sh,2022.0,800.0,100 - 175 cc,tay ga
31800000.0,honda,lead,2019.0,12000.0,100 - 175 cc,tay ga
7000000.0,honda,wave,2011.0,12000.0,100 - 175 cc,xe số
26000000.0,honda,air blade,2016.0,25000.0,100 - 175 cc,tay ga
19800000.0,piaggio,liberty,2015.0,16000.0,100 - 175 cc,tay ga
37800000.0,honda,sonic,2020.0,12000.0,100 - 175 cc,tay côn/moto
30000000.0,honda,air blade,2017.0,20000.0,100 - 175 cc,tay ga
42000000.0,yamaha,r,2020.0,10000.0,100 - 175 cc,tay côn/moto
21500000.0,yamaha,exciter,2016.0,22222.0,100 - 175 cc,tay côn/moto
9300000.0,honda,lead,2011.0,35000.0,100 - 175 cc,tay ga
49000000.0,honda,vario,2022.0,7000.0,100 - 175 cc,tay ga
19500000.0,honda,vision,2014.0,30000.0,100 - 175 cc,tay ga
68000000.0,honda,winner x,2020.0,80000.0,100 - 175 cc,xe số
45800000.0,honda,air blade,2021.0,6000.0,100 - 175 cc,tay ga
82900000.0,honda,sh,2018.0,16000.0,100 - 175 cc,tay ga
25000000.0,yamaha,exciter,2014.0,50000.0,100 - 175 cc,tay côn/moto
26500000.0,suzuki,raider,2019.0,20000.0,100 - 175 cc,tay côn/moto
79500000.0,honda,pcx,2021.0,200.0,100 - 175 cc,tay ga
55800000.0,honda,vario,2022.0,7000.0,100 - 175 cc,tay ga
13500000.0,piaggio,liberty,2014.0,25000.0,trên 175 cc,tay ga
18000000.0,honda,winner,2019.0,40000.0,100 - 175 cc,tay côn/moto
30800000.0,honda,air blade,2018.0,12000.0,100 - 175 cc,tay ga
53000000.0,honda,sh,2020.0,6500.0,100 - 175 cc,tay ga
68500000.0,piaggio,primavera,2023.0,800.0,100 - 175 cc,tay ga
27000000.0,piaggio,vespa,2013.0,25000.0,100 - 175 cc,tay ga
32500000.0,honda,air blade,2020.0,16000.0,trên 175 cc,tay ga
44800000.0,honda,vario,2021.0,5000.0,100 - 175 cc,tay ga
46500000.0,honda,sonic,2022.0,2200.0,100 - 175 cc,tay côn/moto
21000000.0,honda,vision,2015.0,12000.0,trên 175 cc,tay ga
14000000.0,honda,air blade,2013.0,10000.0,100 - 175 cc,tay ga
16900000.0,honda,vision,2013.0,50000.0,100 - 175 cc,tay ga
29800000.0,honda,air blade,2017.0,12345.0,100 - 175 cc,tay ga
82000000.0,honda,sh,2021.0,6000.0,100 - 175 cc,tay ga
22000000.0,yamaha,nvx,2022.0,3000.0,100 - 175 cc,tay ga
18500000.0,yamaha,exciter,2017.0,21789.0,100 - 175 cc,tay côn/moto
30800000.0,yamaha,nvx,2017.0,23000.0,100 - 175 cc,tay ga
9000000.0,yamaha,sirius,2012.0,25000.0,100 - 175 cc,xe số
