Price,Brand,Model,Reg_Date,Km,Condition,Capacity,Type
12500000.0,Yamaha,Nouvo,2014.0,5.0,Đã sử dụng,100 - 175 cc,Tay ga
22500000.0,Honda,Air Blade,2013.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
38000000.0,Yamaha,Exciter,2011.0,100.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
65000000.0,Piaggio,Sprint,2019.0,8000.0,Đã sử dụng,100 - 175 cc,Tay ga
13000000.0,Hãng khác,Dòng khác,2017.0,11000.0,Đã sử dụng,Dưới 50 cc,Tay côn/Moto
49000000.0,Piaggio,Sprint,2015.0,8000.0,Đã sử dụng,100 - 175 cc,Tay ga
27800000.0,Yamaha,Grande,2018.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
13800000.0,Honda,Wave,2020.0,5000.0,Đã sử dụng,100 - 175 cc,Xe số
33800000.0,Honda,MSX 125,2018.0,12.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
18000000.0,Honda,Wave,2003.0,42000.0,Đã sử dụng,50 - 100 cc,Xe số
24000000.0,Suzuki,Raider,2020.0,300000.0,Đã sử dụng,100 - 175 cc,Xe số
17000000.0,Honda,Lead,2013.0,55000.0,Đã sử dụng,100 - 175 cc,Tay ga
14500000.0,Suzuki,Axelo,2017.0,30000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
8500000.0,SYM,Attila,2017.0,7000.0,Đã sử dụng,100 - 175 cc,Tay ga
25800000.0,Honda,Air Blade,2016.0,9000.0,Đã sử dụng,100 - 175 cc,Tay ga
45000000.0,Honda,Vario,2019.0,50000.0,Đã sử dụng,100 - 175 cc,Tay ga
38000000.0,Honda,Air Blade,2021.0,3000.0,Đã sử dụng,100 - 175 cc,Tay ga
13700000.0,Honda,Wave,2019.0,18.0,Đã sử dụng,100 - 175 cc,Xe số
7000000.0,SYM,Attila,2013.0,1234.0,Đã sử dụng,100 - 175 cc,Tay ga
2100000.0,Suzuki,Hayate,2010.0,12358.0,Đã sử dụng,100 - 175 cc,Tay ga
27500000.0,Honda,Winner X,2020.0,9000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
8000000.0,Suzuki,Hayate,2013.0,5.0,Đã sử dụng,100 - 175 cc,Tay ga
4000000.0,Honda,Air Blade,2008.0,9999.0,Đã sử dụng,100 - 175 cc,Xe số
22800000.0,Honda,Lead,2014.0,9000.0,Đã sử dụng,100 - 175 cc,Tay ga
25500000.0,Honda,Wave,2000.0,22222.0,Đã sử dụng,100 - 175 cc,Xe số
60000000.0,Honda,CB,2020.0,3000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
68000000.0,Piaggio,Sprint,2020.0,8000.0,Đã sử dụng,100 - 175 cc,Tay ga
32800000.0,Yamaha,Exciter,2019.0,35000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
85000000.0,Honda,SH,2022.0,1555.0,Đã sử dụng,100 - 175 cc,Tay ga
160000000.0,Honda,SH,2023.0,600.0,Đã sử dụng,100 - 175 cc,Tay ga
16000000.0,Honda,Scoopy,2000.0,10000.0,Đã sử dụng,Dưới 50 cc,Tay ga
27700000.0,Yamaha,Exciter,2020.0,32000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
69500000.0,Honda,CB,2019.0,26000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
4300000.0,Yamaha,Sirius,2017.0,999999.0,Đã sử dụng,100 - 175 cc,Xe số
130000000.0,Honda,SH,2023.0,750.0,Đã sử dụng,Trên 175 cc,Tay ga
34000000.0,Honda,Air Blade,2019.0,9000.0,Đã sử dụng,100 - 175 cc,Tay ga
110000000.0,Honda,SH,2009.0,65000.0,Đã sử dụng,100 - 175 cc,Tay ga
55800000.0,GPX,Legend 200,2021.0,6000.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
16000000.0,Honda,Future,2014.0,30000.0,Đã sử dụng,100 - 175 cc,Xe số
38000000.0,Kawasaki,Z125,2016.0,5000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
30000000.0,Yamaha,Exciter,2020.0,8000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
25800000.0,Honda,Vision,2017.0,9000.0,Đã sử dụng,100 - 175 cc,Tay ga
38000000.0,Honda,Vario,2021.0,5.0,Đã sử dụng,100 - 175 cc,Tay ga
15300000.0,Honda,Wave,2018.0,12345.0,Đã sử dụng,50 - 100 cc,Xe số
25000000.0,Honda,Dream,2007.0,22222.0,Đã sử dụng,100 - 175 cc,Xe số
22500000.0,Yamaha,Exciter,2014.0,999.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
158000000.0,Honda,CD,2017.0,588.0,Đã sử dụng,100 - 175 cc,Xe số
25000000.0,GPX,Legend 200,2022.0,5000.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
29500000.0,Honda,Air Blade,2017.0,15.0,Đã sử dụng,100 - 175 cc,Tay ga
62800000.0,Honda,SH,2015.0,32.0,Đã sử dụng,100 - 175 cc,Tay ga
98000000.0,Piaggio,Sprint,2022.0,2200.0,Đã sử dụng,100 - 175 cc,Tay ga
11000000.0,Yamaha,Sirius,2017.0,60000.0,Đã sử dụng,50 - 100 cc,Xe số
106000000.0,Honda,SH,2022.0,600.0,Đã sử dụng,100 - 175 cc,Tay ga
6000000.0,Honda,Click,2008.0,48434.0,Đã sử dụng,100 - 175 cc,Tay ga
28000000.0,Suzuki,GZ,2009.0,75000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
4900000.0,SYM,Attila,2008.0,30.0,Đã sử dụng,100 - 175 cc,Tay ga
29000000.0,Honda,Winner X,2022.0,2000.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
49500000.0,Honda,CBR,2020.0,2600.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
8300000.0,Daelim,Dòng khác,2014.0,30.0,Đã sử dụng,100 - 175 cc,Tay ga
90000000.0,Honda,SH,2018.0,16000.0,Đã sử dụng,100 - 175 cc,Tay ga
70000000.0,Honda,SH,2018.0,12700.0,Đã sử dụng,100 - 175 cc,Tay ga
7300000.0,Honda,Wave,2012.0,45.0,Đã sử dụng,100 - 175 cc,Xe số
14000000.0,Honda,Wave,2019.0,5.0,Đã sử dụng,100 - 175 cc,Xe số
15600000.0,Honda,Vision,2011.0,43000.0,Đã sử dụng,100 - 175 cc,Tay ga
13500000.0,Honda,Wave,2019.0,22222.0,Đã sử dụng,100 - 175 cc,Xe số
6900000.0,Honda,Lead,2009.0,30.0,Đã sử dụng,100 - 175 cc,Tay ga
13500000.0,Ducati,Dòng khác,2019.0,999.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
28000000.0,Yamaha,TFX,2021.0,11000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
28500000.0,Honda,Air Blade,2017.0,18000.0,Đã sử dụng,100 - 175 cc,Tay ga
12000000.0,Yamaha,Jupiter,2011.0,10000.0,Đã sử dụng,100 - 175 cc,Xe số
83000000.0,Piaggio,Medley,2022.0,2400.0,Đã sử dụng,100 - 175 cc,Tay ga
16800000.0,Honda,Future,2021.0,123.0,Đã sử dụng,100 - 175 cc,Tay ga
11800000.0,Honda,Air Blade,2012.0,6886.0,Đã sử dụng,100 - 175 cc,Tay ga
36500000.0,Yamaha,Exciter,2021.0,20000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
1200000.0,Hãng khác,Dòng khác,2002.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
30000000.0,Honda,Air Blade,2019.0,5000.0,Đã sử dụng,100 - 175 cc,Tay ga
59500000.0,Honda,SH,2016.0,18000.0,Đã sử dụng,100 - 175 cc,Tay ga
23000000.0,Honda,Air Blade,2015.0,58000.0,Đã sử dụng,100 - 175 cc,Tay ga
13000000.0,Honda,Vision,2013.0,41500.0,Đã sử dụng,100 - 175 cc,Tay ga
38000000.0,Honda,Air Blade,2020.0,21900.0,Đã sử dụng,100 - 175 cc,Tay ga
41000000.0,GPX,Legend 200,2019.0,25000.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
548000000.0,Harley Davidson,Sportster,2022.0,578.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
53500000.0,Honda,SH,2015.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
15000000.0,Honda,Wave,2022.0,1000.0,Đã sử dụng,100 - 175 cc,Xe số
9500000.0,Piaggio,Vespa,2012.0,1234.0,Đã sử dụng,100 - 175 cc,Tay ga
21000000.0,Yamaha,Exciter,2017.0,810000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
26000000.0,Piaggio,Liberty,2018.0,200000.0,Đã sử dụng,100 - 175 cc,Tay ga
43800000.0,Piaggio,Sprint,2015.0,12345.0,Đã sử dụng,100 - 175 cc,Tay ga
7500000.0,Honda,Wave,2010.0,5.0,Đã sử dụng,100 - 175 cc,Xe số
12000000.0,Yamaha,Nouvo,2014.0,5.0,Đã sử dụng,100 - 175 cc,Tay ga
20800000.0,Suzuki,Raider,2016.0,12345.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
75000000.0,Honda,SH,2022.0,6000.0,Đã sử dụng,100 - 175 cc,Tay ga
10500000.0,Honda,Lead,2010.0,23456.0,Đã sử dụng,100 - 175 cc,Tay ga
4900000.0,Honda,Wave,2009.0,3456.0,Đã sử dụng,100 - 175 cc,Xe số
35000000.0,Yamaha,R,2019.0,22000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
4200000.0,Yamaha,Nouvo,2013.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
20000000.0,GPX,Demon 150GR,2021.0,4000.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
10500000.0,Honda,Air Blade,2009.0,2000.0,Đã sử dụng,100 - 175 cc,Tay ga
93000000.0,Piaggio,GTS,2019.0,8000.0,Đã sử dụng,Trên 175 cc,Tay ga
23500000.0,Yamaha,Exciter,2018.0,46307.0,Đã sử dụng,100 - 175 cc,Xe số
73000000.0,Honda,SH,2019.0,5000.0,Đã sử dụng,100 - 175 cc,Tay ga
6500000.0,SYM,Elizabeth,2013.0,888888.0,Đã sử dụng,100 - 175 cc,Tay ga
24800000.0,Yamaha,Grande,2021.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
25000000.0,Yamaha,Jupiter,2023.0,100.0,Đã sử dụng,100 - 175 cc,Xe số
38000000.0,RebelUSA,Rebell,2012.0,20000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
62000000.0,Honda,SH,2017.0,9000.0,Đã sử dụng,100 - 175 cc,Tay ga
19500000.0,Yamaha,Exciter,2013.0,13457.0,Đã sử dụng,100 - 175 cc,Xe số
13500000.0,Hãng khác,Dòng khác,2002.0,35000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
79000000.0,Yamaha,Dòng khác,2010.0,15000.0,Đã sử dụng,100 - 175 cc,Tay ga
38500000.0,Honda,CB,2016.0,15000.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
110000000.0,Honda,SH,2023.0,500.0,Đã sử dụng,100 - 175 cc,Tay ga
40000000.0,RebelUSA,Rebell,2011.0,5000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
21500000.0,Honda,Air Blade,2009.0,19.0,Đã sử dụng,100 - 175 cc,Tay ga
28500000.0,Honda,Wave,2002.0,1000.0,Đã sử dụng,50 - 100 cc,Xe số
47000000.0,Honda,Vario,2023.0,4000.0,Đã sử dụng,100 - 175 cc,Tay ga
21500000.0,Piaggio,Vespa,2014.0,16000.0,Đã sử dụng,100 - 175 cc,Tay ga
12345000.0,,,2019.0,12345.0,Đã sử dụng,100 - 175 cc,Tay ga
33800000.0,Honda,Vario,2020.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
11000000.0,Yamaha,Sirius,2016.0,100.0,Đã sử dụng,100 - 175 cc,Xe số
3300000.0,Hãng khác,Dòng khác,2010.0,100.0,Đã sử dụng,100 - 175 cc,Xe số
30000000.0,Yamaha,Exciter,2020.0,20000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
18500000.0,Honda,Wave,2020.0,20000.0,Đã sử dụng,100 - 175 cc,Xe số
12500000.0,Honda,Wave,2019.0,5.0,Đã sử dụng,100 - 175 cc,Xe số
31500000.0,Honda,Sonic,2019.0,12000.0,Đã sử dụng,100 - 175 cc,Xe số
28600000.0,Honda,Wave,2000.0,1234.0,Đã sử dụng,100 - 175 cc,Xe số
39500000.0,Honda,Vario,2019.0,22222.0,Đã sử dụng,100 - 175 cc,Tay ga
25800000.0,Yamaha,Exciter,2019.0,19000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
25500000.0,Honda,Air Blade,2017.0,74000.0,Đã sử dụng,100 - 175 cc,Tay ga
38000000.0,Brixton,BX 150,2018.0,10000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
21800000.0,Piaggio,Vespa,2014.0,25000.0,Đã sử dụng,100 - 175 cc,Tay ga
120000000.0,Honda,Dream,2002.0,12000.0,Đã sử dụng,50 - 100 cc,Xe số
23500000.0,Yamaha,Grande,2017.0,35000.0,Đã sử dụng,100 - 175 cc,Tay ga
86000000.0,Piaggio,GTS,2019.0,9000.0,Đã sử dụng,100 - 175 cc,Tay ga
28000000.0,Honda,Sonic,2019.0,19000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
52000000.0,Piaggio,Sprint,2017.0,11000.0,Đã sử dụng,100 - 175 cc,Tay ga
4600000.0,Aprilia,2015 RSV4 R APRC ABS,2012.0,12000.0,Đã sử dụng,100 - 175 cc,Xe số
15500000.0,Honda,Wave,2016.0,29870.0,Đã sử dụng,50 - 100 cc,Xe số
17000000.0,Honda,Wave,2021.0,5020.0,Đã sử dụng,100 - 175 cc,Xe số
19500000.0,Honda,Winner X,2020.0,14000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
23800000.0,Yamaha,Janus,2020.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
18300000.0,Honda,Wave,2003.0,65000.0,Đã sử dụng,50 - 100 cc,Xe số
41000000.0,Piaggio,Liberty,2016.0,18500.0,Đã sử dụng,100 - 175 cc,Tay ga
38500000.0,Honda,Air Blade,2021.0,4000.0,Đã sử dụng,100 - 175 cc,Tay ga
35000000.0,SYM,Husky,1998.0,18000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
12000000.0,Honda,Blade,2020.0,10000.0,Đã sử dụng,100 - 175 cc,Xe số
323000000.0,Honda,SH,2015.0,18000.0,Đã sử dụng,100 - 175 cc,Tay ga
86500000.0,Honda,Rebel,2020.0,4000.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
48000000.0,Yamaha,Exciter,2009.0,40000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
79000000.0,Honda,SH,2022.0,5000.0,Đã sử dụng,100 - 175 cc,Tay ga
21000000.0,Yamaha,Exciter,2018.0,71000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
29000000.0,Honda,Future,2019.0,10000.0,Đã sử dụng,100 - 175 cc,Xe số
133000000.0,Honda,SH,2010.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
29800000.0,Honda,Air Blade,2017.0,12345.0,Đã sử dụng,100 - 175 cc,Tay ga
62000000.0,Honda,SH,2017.0,8.0,Đã sử dụng,100 - 175 cc,Tay ga
20500000.0,Suzuki,Sport / Xipo,2000.0,100.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
45000000.0,Yamaha,Dòng khác,2019.0,2226.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
20500000.0,Suzuki,Sport / Xipo,2000.0,300000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
29800000.0,Honda,Vision,2019.0,8000.0,Đã sử dụng,100 - 175 cc,Tay ga
68000000.0,Honda,SH,2022.0,5.0,Đã sử dụng,100 - 175 cc,Tay ga
12800000.0,Honda,Wave,2015.0,12345.0,Đã sử dụng,100 - 175 cc,Xe số
25500000.0,Honda,Vision,2017.0,22222.0,Đã sử dụng,100 - 175 cc,Tay ga
3900000.0,Daelim,Dòng khác,2005.0,60000.0,Đã sử dụng,50 - 100 cc,Xe số
31800000.0,Yamaha,Exciter,2008.0,5.0,Đã sử dụng,100 - 175 cc,Xe số
