Price,Brand,Model,Reg_Date,Km,Condition,Capacity,Type
12700000.0,Honda,67,1998.0,123.0,Đã sử dụng,Dưới 50 cc,Tay côn/Moto
11500000.0,Honda,Lead,2011.0,20000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
56800000.0,Honda,Dream,1994.0,9999.0,Đã sử dụng,100 - 175 cc,Xe số
5500000.0,Honda,Wave,2006.0,1.0,Đã sử dụng,100 - 175 cc,Xe số
13500000.0,Piaggio,Vespa,2011.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
2200000.0,SYM,Elizabeth,2013.0,39678.0,Đã sử dụng,100 - 175 cc,Tay ga
8600000.0,Honda,Lead,2015.0,120000.0,Đã sử dụng,100 - 175 cc,Tay ga
12000000.0,Honda,Lead,2012.0,100000.0,Đã sử dụng,100 - 175 cc,Tay ga
19500000.0,Honda,Lead,2014.0,123.0,Đã sử dụng,100 - 175 cc,Tay ga
23000000.0,Yamaha,Grande,2016.0,6352.0,Đã sử dụng,100 - 175 cc,Tay ga
10300000.0,Yamaha,Nozza,2013.0,53000.0,Đã sử dụng,100 - 175 cc,Tay ga
5500000.0,Yamaha,Nouvo,2013.0,1245.0,Đã sử dụng,100 - 175 cc,Tay ga
28800000.0,Yamaha,Nvx,2017.0,29998.0,Đã sử dụng,100 - 175 cc,Tay ga
6800000.0,Honda,Future,2016.0,12000.0,Đã sử dụng,100 - 175 cc,Xe số
75000000.0,Honda,SH,2017.0,40000.0,Đã sử dụng,100 - 175 cc,Tay ga
65000000.0,Yamaha,R,2017.0,16000.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
23500000.0,Honda,Air Blade,2014.0,5.0,Đã sử dụng,100 - 175 cc,Tay ga
31500000.0,Yamaha,Exciter,2020.0,1.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
113000000.0,Honda,SH,2013.0,29000.0,Đã sử dụng,100 - 175 cc,Tay ga
12500000.0,Honda,Air Blade,2009.0,4.0,Đã sử dụng,100 - 175 cc,Tay ga
25000000.0,Honda,SH,2010.0,2100.0,Đã sử dụng,100 - 175 cc,Tay ga
14800000.0,Piaggio,Vespa,2012.0,19.0,Đã sử dụng,100 - 175 cc,Tay ga
252000000.0,Honda,SH,2013.0,15000.0,Đã sử dụng,100 - 175 cc,Tay ga
4500000.0,Suzuki,Hayate,2012.0,30000.0,Đã sử dụng,100 - 175 cc,Tay ga
2200000.0,Hãng khác,Dòng khác,2014.0,1385.0,Đã sử dụng,50 - 100 cc,Xe số
8800000.0,Yamaha,Mio,2006.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
28000000.0,Honda,SH,2007.0,7000.0,Đã sử dụng,100 - 175 cc,Tay ga
35900000.0,Honda,Vario,2020.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
79900000.0,Piaggio,Medley,2021.0,6000.0,Đã sử dụng,100 - 175 cc,Tay ga
10600000.0,Honda,Cub,2022.0,1120.0,Đã sử dụng,50 - 100 cc,Xe số
24000000.0,Honda,Vision,2019.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
7500000.0,Honda,Air Blade,2010.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
20500000.0,Piaggio,Vespa,2014.0,9000.0,Đã sử dụng,100 - 175 cc,Tay ga
32500000.0,Honda,PCX,2016.0,23000.0,Đã sử dụng,100 - 175 cc,Tay ga
13500000.0,Piaggio,Liberty,2014.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
12300000.0,Honda,Click,2007.0,40000.0,Đã sử dụng,100 - 175 cc,Tay ga
3500000.0,SYM,Attila,2010.0,25000.0,Đã sử dụng,100 - 175 cc,Tay ga
13500000.0,Honda,Air Blade,2011.0,24000.0,Đã sử dụng,100 - 175 cc,Tay ga
43500000.0,Honda,SH,2016.0,9999.0,Đã sử dụng,100 - 175 cc,Tay ga
11300000.0,Honda,Click,2011.0,123000.0,Đã sử dụng,100 - 175 cc,Tay ga
8800000.0,Yamaha,Sirius,2008.0,12354.0,Đã sử dụng,100 - 175 cc,Xe số
8600000.0,Honda,Wave,2012.0,36949.0,Đã sử dụng,100 - 175 cc,Tay ga
12500000.0,Piaggio,Vespa,2016.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
10500000.0,Honda,Lead,2009.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
17500000.0,Honda,Air Blade,2012.0,3625.0,Đã sử dụng,100 - 175 cc,Tay ga
48000000.0,Honda,Dream,2001.0,10.0,Mới,50 - 100 cc,Xe số
5000000.0,Honda,Wave,2023.0,1245.0,Đã sử dụng,100 - 175 cc,Xe số
11300000.0,Honda,Air Blade,2008.0,49.0,Đã sử dụng,100 - 175 cc,Tay ga
42000000.0,Honda,Vario,2021.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
44000000.0,Suzuki,Satria,2022.0,5.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
19300000.0,Honda,Dòng khác,2007.0,500.0,Đã sử dụng,100 - 175 cc,Tay ga
94800000.0,Honda,CB,2020.0,3000.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
11500000.0,Honda,Lead,2010.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
199000000.0,Honda,CB,2020.0,8000.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
8500000.0,Honda,Click,2010.0,2299.0,Đã sử dụng,100 - 175 cc,Tay ga
39800000.0,Yamaha,Exciter,2006.0,60.0,Đã sử dụng,100 - 175 cc,Xe số
249000000.0,Honda,SH,2012.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
51000000.0,Yamaha,MT,2019.0,10000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
7800000.0,Honda,Lead,2008.0,6868.0,Đã sử dụng,100 - 175 cc,Tay ga
7700000.0,Kymco,Candy Hi,2010.0,25000.0,Đã sử dụng,100 - 175 cc,Tay ga
6900000.0,Piaggio,Vespa,2010.0,1234.0,Đã sử dụng,100 - 175 cc,Tay ga
67800000.0,Honda,SH Mode,2022.0,6000.0,Đã sử dụng,50 - 100 cc,Tay ga
75000000.0,Honda,SH,2017.0,47659.0,Đã sử dụng,100 - 175 cc,Tay ga
35500000.0,Honda,SH,2006.0,7000.0,Đã sử dụng,100 - 175 cc,Tay ga
14500000.0,Honda,Wave,2019.0,10000.0,Đã sử dụng,100 - 175 cc,Xe số
15900000.0,Honda,Air Blade,2014.0,50000.0,Đã sử dụng,100 - 175 cc,Tay ga
140000000.0,Honda,SH,2011.0,21500.0,Đã sử dụng,100 - 175 cc,Tay ga
35900000.0,Honda,Vario,2020.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
31500000.0,Yamaha,Exciter,2020.0,1.0,Đã sử dụng,100 - 175 cc,Tay ga
26900000.0,Yamaha,Mio,2023.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
24500000.0,Suzuki,Sport / Xipo,2000.0,12000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
24000000.0,Piaggio,Vespa,2014.0,8000.0,Đã sử dụng,100 - 175 cc,Tay ga
20900000.0,Yamaha,Exciter,2019.0,6222.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
10000000.0,Honda,Vision,2012.0,9999.0,Đã sử dụng,100 - 175 cc,Tay ga
10900000.0,Honda,Cub,,20000.0,Đã sử dụng,Dưới 50 cc,Xe số
14000000.0,Yamaha,Nozza,2013.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
23000000.0,Honda,Vision,2019.0,26000.0,Đã sử dụng,100 - 175 cc,Tay ga
12500000.0,Yamaha,Jupiter,2016.0,20000.0,Đã sử dụng,100 - 175 cc,Xe số
42000000.0,Honda,CBR,2019.0,8000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
79500000.0,Honda,SH,2017.0,20500.0,Đã sử dụng,100 - 175 cc,Tay ga
19500000.0,Yamaha,Janus,2022.0,6800.0,Đã sử dụng,100 - 175 cc,Tay ga
29800000.0,Honda,Air Blade,2016.0,15000.0,Đã sử dụng,100 - 175 cc,Tay ga
43800000.0,Honda,Vario,2020.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
45000000.0,Honda,SH,2016.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
18700000.0,Yamaha,Exciter,2016.0,45000.0,Đã sử dụng,100 - 175 cc,Tay ga
12600000.0,Honda,Vision,2015.0,13000.0,Đã sử dụng,100 - 175 cc,Tay ga
25500000.0,Honda,Winner X,2020.0,5000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
34500000.0,Honda,Winner X,2023.0,1500.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
72000000.0,Piaggio,Vespa S125,2022.0,2500.0,Đã sử dụng,100 - 175 cc,Tay ga
210000000.0,Kawasaki,Vulcan,2020.0,550.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
30500000.0,Honda,Air Blade,2019.0,11000.0,Đã sử dụng,100 - 175 cc,Tay ga
13500000.0,Honda,Air Blade,2012.0,9000.0,Đã sử dụng,Trên 175 cc,Tay ga
8600000.0,Honda,Cub,2018.0,8000.0,Đã sử dụng,Dưới 50 cc,Xe số
18500000.0,Honda,PCX,2013.0,1245.0,Đã sử dụng,100 - 175 cc,Tay ga
64500000.0,Honda,SH,2018.0,12345.0,Đã sử dụng,100 - 175 cc,Tay ga
13000000.0,Honda,Click,2012.0,7200.0,Đã sử dụng,100 - 175 cc,Tay ga
31500000.0,Piaggio,GTS,2014.0,24000.0,Đã sử dụng,100 - 175 cc,Tay ga
7000000.0,Piaggio,Liberty,2013.0,321885.0,Đã sử dụng,100 - 175 cc,Tay ga
13500000.0,Yamaha,Sirius,2017.0,5.0,Đã sử dụng,100 - 175 cc,Xe số
25000000.0,Honda,Winner,2018.0,4765.0,Đã sử dụng,100 - 175 cc,Xe số
18900000.0,Honda,Vision,2016.0,34000.0,Đã sử dụng,100 - 175 cc,Tay ga
55000000.0,Yamaha,Exciter,2009.0,50000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
9800000.0,Honda,Air Blade,2010.0,2300.0,Đã sử dụng,100 - 175 cc,Tay ga
36500000.0,Yamaha,Exciter,2016.0,40000.0,Đã sử dụng,100 - 175 cc,Xe số
2200000.0,Honda,Wave,2010.0,456789.0,Đã sử dụng,100 - 175 cc,Xe số
228000000.0,Honda,SH,2011.0,19000.0,Đã sử dụng,100 - 175 cc,Tay ga
12800000.0,Yamaha,Sirius,2016.0,10000.0,Đã sử dụng,100 - 175 cc,Xe số
6500000.0,Yamaha,Nouvo,2012.0,50000.0,Đã sử dụng,100 - 175 cc,Tay ga
27000000.0,Honda,Vision,2017.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
33000000.0,Honda,SH,2007.0,6000.0,Đã sử dụng,100 - 175 cc,Tay ga
21800000.0,Honda,Air Blade,2014.0,30000.0,Đã sử dụng,100 - 175 cc,Tay ga
98800000.0,Honda,SH,2021.0,5416.0,Đã sử dụng,100 - 175 cc,Tay ga
26500000.0,Honda,Wave,2008.0,65000.0,Đã sử dụng,100 - 175 cc,Xe số
3900000.0,Honda,Wave,2009.0,25700.0,Đã sử dụng,100 - 175 cc,Xe số
4900000.0,Hãng khác,Dòng khác,2008.0,14.0,Đã sử dụng,50 - 100 cc,Xe số
9000000.0,Yamaha,Nozza,2012.0,5.0,Đã sử dụng,100 - 175 cc,Tay ga
28500000.0,Honda,Vision,2020.0,10.0,Đã sử dụng,100 - 175 cc,Tay ga
19000000.0,Yamaha,Exciter,2014.0,22000.0,Đã sử dụng,100 - 175 cc,Xe số
44200000.0,Honda,Sonic,2020.0,500.0,Đã sử dụng,100 - 175 cc,Tay ga
14500000.0,Yamaha,Jupiter,2006.0,12000.0,Đã sử dụng,100 - 175 cc,Xe số
87000000.0,Honda,SH,2022.0,28000.0,Đã sử dụng,100 - 175 cc,Tay ga
24800000.0,SYM,Husky,2019.0,28000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
13800000.0,Honda,Click,2011.0,2563.0,Đã sử dụng,100 - 175 cc,Tay ga
4500000.0,Yamaha,Nouvo,2011.0,50000.0,Đã sử dụng,100 - 175 cc,Tay ga
22000000.0,Honda,Winner X,2021.0,9990.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
7000000.0,Honda,Air Blade,2010.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
16000000.0,Yamaha,Nozza,2016.0,17000.0,Đã sử dụng,100 - 175 cc,Tay ga
4300000.0,Yamaha,Nouvo,2010.0,35000.0,Đã sử dụng,100 - 175 cc,Tay ga
10500000.0,Piaggio,Liberty,2012.0,3456.0,Đã sử dụng,100 - 175 cc,Tay ga
24000000.0,Honda,Winner X,2021.0,4300.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
29500000.0,Yamaha,Exciter,2018.0,1.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
45500000.0,Honda,Vario,2022.0,10.0,Đã sử dụng,100 - 175 cc,Tay ga
23000000.0,Suzuki,Raider,2017.0,30000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
3300000.0,Yamaha,Sirius,2015.0,99.0,Đã sử dụng,Dưới 50 cc,Xe số
20500000.0,Yamaha,Janus,2016.0,25000.0,Đã sử dụng,100 - 175 cc,Tay ga
7500000.0,Honda,Wave,2009.0,90000.0,Đã sử dụng,100 - 175 cc,Xe số
9800000.0,Yamaha,Sirius,2012.0,9999.0,Đã sử dụng,100 - 175 cc,Xe số
7700000.0,Suzuki,Axelo,2013.0,36979.0,Đã sử dụng,100 - 175 cc,Tay ga
13000000.0,Honda,Future,2005.0,6666.0,Đã sử dụng,100 - 175 cc,Xe số
5300000.0,Yamaha,Nouvo,2011.0,35000.0,Đã sử dụng,100 - 175 cc,Tay ga
11000000.0,Hãng khác,Dòng khác,2007.0,200000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
4900000.0,Honda,Wave,2010.0,25000.0,Đã sử dụng,100 - 175 cc,Xe số
20500000.0,Honda,Air Blade,2010.0,3663.0,Đã sử dụng,100 - 175 cc,Tay ga
159900000.0,Honda,SH,2021.0,8000.0,Đã sử dụng,Trên 175 cc,Tay ga
35000000.0,SYM,Husky,2022.0,2.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
6500000.0,Honda,Wave,2011.0,1245.0,Đã sử dụng,100 - 175 cc,Xe số
16000000.0,Yamaha,Sirius,2022.0,10.0,Đã sử dụng,100 - 175 cc,Xe số
5500000.0,Hãng khác,Dòng khác,2008.0,14.0,Đã sử dụng,100 - 175 cc,Xe số
5500000.0,Yamaha,Nouvo,2012.0,36.0,Đã sử dụng,100 - 175 cc,Tay ga
86000000.0,Honda,SH,2020.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
25500000.0,Honda,Winner X,2020.0,5.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
67800000.0,Honda,SH,2017.0,16000.0,Đã sử dụng,100 - 175 cc,Tay ga
15900000.0,Yamaha,Exciter,2013.0,23000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
29500000.0,Honda,Air Blade,2021.0,2500.0,Đã sử dụng,100 - 175 cc,Tay ga
13800000.0,Honda,Air Blade,2013.0,1000.0,Đã sử dụng,100 - 175 cc,Tay ga
159000000.0,Honda,SH,2010.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
14500000.0,Honda,Winner X,2020.0,250000.0,Đã sử dụng,100 - 175 cc,Tay ga
22500000.0,Yamaha,Exciter,2017.0,28000.0,Đã sử dụng,100 - 175 cc,Xe số
15000000.0,Piaggio,LX,2012.0,16000.0,Đã sử dụng,100 - 175 cc,Tay ga
23000000.0,SYM,Attila,2021.0,1663.0,Đã sử dụng,100 - 175 cc,Tay ga
15000000.0,Piaggio,Liberty,2012.0,15000.0,Đã sử dụng,100 - 175 cc,Tay ga
22000000.0,Nioshima,Nio Fi 50cc,2023.0,10.0,Mới,Dưới 50 cc,Tay ga
15500000.0,Honda,Lead,2012.0,17000.0,Đã sử dụng,100 - 175 cc,Tay ga
70000000.0,Honda,SH,2007.0,43000.0,Đã sử dụng,100 - 175 cc,Tay ga
49000000.0,Peugeot,Django,2022.0,8000.0,Đã sử dụng,100 - 175 cc,Tay ga
77000000.0,Honda,SH,2019.0,11000.0,Đã sử dụng,100 - 175 cc,Tay ga
4500000.0,Suzuki,Bella,2010.0,30000.0,Đã sử dụng,100 - 175 cc,Tay ga
150000000.0,Honda,Wave,2010.0,385629.0,Đã sử dụng,100 - 175 cc,Xe số
16000000.0,Yamaha,Exciter,2018.0,10000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
19500000.0,Honda,Winner X,2021.0,9998.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
43000000.0,Yamaha,R,2019.0,6000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
8500000.0,Honda,Wave,2009.0,9999.0,Đã sử dụng,100 - 175 cc,Xe số
26800000.0,SYM,Husky,2019.0,9393.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
12890000.0,Honda,Air Blade,2011.0,56789.0,Đã sử dụng,100 - 175 cc,Tay ga
24000000.0,Piaggio,Vespa,2015.0,30000.0,Đã sử dụng,100 - 175 cc,Tay ga
21600000.0,Yamaha,Exciter,2018.0,22000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
11000000.0,Honda,Wave,2014.0,8888.0,Đã sử dụng,100 - 175 cc,Xe số
19900000.0,Piaggio,Liberty,2017.0,20.0,Đã sử dụng,100 - 175 cc,Tay ga
3100000.0,Honda,Wave,2007.0,100000.0,Đã sử dụng,100 - 175 cc,Xe số
13700000.0,Yamaha,Luvias,2015.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
37900000.0,Honda,Vario,2022.0,1.0,Đã sử dụng,100 - 175 cc,Tay ga
32900000.0,Honda,Sonic,2020.0,1.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
14800000.0,Honda,Wave,2022.0,9000.0,Đã sử dụng,100 - 175 cc,Xe số
18500000.0,Honda,Vision,2014.0,3692.0,Đã sử dụng,100 - 175 cc,Tay ga
140000000.0,Honda,SH,2010.0,3000.0,Đã sử dụng,100 - 175 cc,Tay ga
10500000.0,Honda,Cub,2019.0,12.0,Đã sử dụng,Dưới 50 cc,Xe số
13500000.0,Honda,Wave,2019.0,1245.0,Đã sử dụng,100 - 175 cc,Xe số
5900000.0,Honda,Wave,2018.0,221.0,Đã sử dụng,100 - 175 cc,Xe số
4500000.0,Hãng khác,Dòng khác,2008.0,20.0,Đã sử dụng,100 - 175 cc,Xe số
9000000.0,Honda,Wave,2007.0,18.0,Đã sử dụng,100 - 175 cc,Xe số
9000000.0,Honda,Wave,2010.0,18000.0,Đã sử dụng,100 - 175 cc,Xe số
65000000.0,Honda,CBR,2013.0,40000.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
22000000.0,Yamaha,Exciter,2016.0,18000.0,Đã sử dụng,100 - 175 cc,Xe số
17000000.0,Yamaha,Exciter,2014.0,5.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
43800000.0,Honda,Vario,2019.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
11000000.0,Piaggio,LX,2011.0,22000.0,Đã sử dụng,100 - 175 cc,Tay ga
15500000.0,Yamaha,Janus,2021.0,2600.0,Đã sử dụng,100 - 175 cc,Tay ga
10500000.0,Yamaha,Nouvo,2011.0,320000.0,Đã sử dụng,100 - 175 cc,Tay ga
10800000.0,Yamaha,Jupiter,2016.0,10000.0,Đã sử dụng,100 - 175 cc,Xe số
198000000.0,Honda,SH,2011.0,18000.0,Đã sử dụng,100 - 175 cc,Tay ga
5500000.0,Piaggio,Fly,2012.0,10.0,Đã sử dụng,100 - 175 cc,Tay ga
4900000.0,SYM,Elizabeth,2007.0,39000.0,Đã sử dụng,100 - 175 cc,Tay ga
29000000.0,Honda,Dream,1996.0,14000.0,Đã sử dụng,100 - 175 cc,Xe số
8600000.0,Piaggio,Vespa,2015.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
126500000.0,Honda,SH,2022.0,4800.0,Đã sử dụng,Trên 175 cc,Tay ga
21900000.0,Honda,Vision,2015.0,22.0,Đã sử dụng,100 - 175 cc,Tay ga
12900000.0,Honda,Vision,2015.0,3233.0,Đã sử dụng,100 - 175 cc,Tay ga
8300000.0,Yamaha,Sirius,2010.0,5.0,Đã sử dụng,100 - 175 cc,Xe số
13500000.0,Piaggio,Liberty,2012.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
43500000.0,Honda,SH,2017.0,18.0,Đã sử dụng,100 - 175 cc,Tay ga
10600000.0,Honda,Air Blade,2011.0,15000.0,Đã sử dụng,100 - 175 cc,Tay ga
90000000.0,Honda,Dòng khác,2021.0,8000.0,Đã sử dụng,100 - 175 cc,Xe số
4800000.0,Yamaha,Nouvo,2010.0,25000.0,Đã sử dụng,100 - 175 cc,Tay ga
45800000.0,Yamaha,YB125,2018.0,8000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
70000000.0,Honda,SH,2020.0,14000.0,Đã sử dụng,100 - 175 cc,Tay ga
10500000.0,Yamaha,Dòng khác,2017.0,10000.0,Đã sử dụng,Dưới 50 cc,Xe số
13400000.0,Piaggio,Vespa,2011.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
20000000.0,BMW,Dòng khác,2013.0,99999.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
28900000.0,Suzuki,Satria,2020.0,1.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
30500000.0,Yamaha,Exciter,2019.0,1.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
23000000.0,Yamaha,Exciter,2017.0,15000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
22500000.0,Honda,Dream,2010.0,10.0,Đã sử dụng,100 - 175 cc,Xe số
33000000.0,Honda,Air Blade,2021.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
28000000.0,Honda,Vision,2018.0,25300.0,Đã sử dụng,100 - 175 cc,Tay ga
20300000.0,Honda,Air Blade,2013.0,15000.0,Đã sử dụng,100 - 175 cc,Tay ga
16500000.0,Honda,Vision,2013.0,6363.0,Đã sử dụng,100 - 175 cc,Tay ga
26900000.0,Yamaha,Mio,2023.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
9500000.0,Honda,Wave,2015.0,12483.0,Đã sử dụng,100 - 175 cc,Xe số
22800000.0,Honda,Vision,2018.0,15000.0,Đã sử dụng,100 - 175 cc,Tay ga
40000000.0,Piaggio,Vespa,2016.0,30000.0,Đã sử dụng,100 - 175 cc,Tay ga
3900000.0,Yamaha,Mio,2012.0,15000.0,Đã sử dụng,100 - 175 cc,Tay ga
9900000.0,Honda,Wave,2007.0,56789.0,Đã sử dụng,50 - 100 cc,Xe số
13900000.0,Honda,Dylan,2006.0,2384.0,Đã sử dụng,100 - 175 cc,Tay ga
25000000.0,Honda,Winner X,2022.0,3000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
7000000.0,Piaggio,LX,2010.0,5.0,Đã sử dụng,100 - 175 cc,Xe số
28300000.0,Honda,Air Blade,2019.0,16500.0,Đã sử dụng,100 - 175 cc,Tay ga
27500000.0,Honda,Wave,2008.0,65000.0,Đã sử dụng,50 - 100 cc,Xe số
19900000.0,Honda,Air Blade,2013.0,15000.0,Đã sử dụng,100 - 175 cc,Tay ga
13000000.0,Honda,Air Blade,2013.0,15000.0,Đã sử dụng,100 - 175 cc,Tay ga
14800000.0,Yamaha,Sirius,2020.0,9999.0,Đã sử dụng,100 - 175 cc,Xe số
6800000.0,Honda,Cub,1988.0,123456.0,Đã sử dụng,Dưới 50 cc,Xe số
59000000.0,Honda,SH Mode,2020.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
10500000.0,Honda,Lead,2010.0,23500.0,Đã sử dụng,100 - 175 cc,Tay ga
9500000.0,Yamaha,Luvias,2013.0,5.0,Đã sử dụng,100 - 175 cc,Tay ga
60000000.0,Honda,CB,2020.0,5000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
28000000.0,Honda,Vision,2020.0,1.0,Đã sử dụng,100 - 175 cc,Tay ga
20800000.0,Yamaha,Janus,2022.0,6000.0,Đã sử dụng,100 - 175 cc,Tay ga
13000000.0,Piaggio,Liberty,2019.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
12000000.0,Honda,Wave,2005.0,999999.0,Đã sử dụng,50 - 100 cc,Xe số
9800000.0,Piaggio,Vespa,2010.0,25000.0,Đã sử dụng,100 - 175 cc,Tay ga
29900000.0,Honda,Vario,2020.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
69800000.0,Honda,SH,2021.0,7000.0,Đã sử dụng,100 - 175 cc,Tay ga
220000000.0,Honda,CBR,2011.0,30000.0,Đã sử dụng,Trên 175 cc,Tay ga
10500000.0,Honda,Air Blade,2013.0,2300.0,Đã sử dụng,100 - 175 cc,Tay ga
23800000.0,Honda,Lead,2015.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
148000000.0,Honda,SH,2012.0,20000.0,Đã sử dụng,100 - 175 cc,Tay ga
26500000.0,Honda,Wave,2000.0,48.0,Đã sử dụng,100 - 175 cc,Xe số
19000000.0,Yamaha,Exciter,2018.0,75000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
16500000.0,Yamaha,Exciter,2020.0,10000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
95000000.0,Honda,SH,2021.0,24000.0,Đã sử dụng,100 - 175 cc,Tay ga
11300000.0,Honda,Wave,2013.0,38000.0,Đã sử dụng,100 - 175 cc,Xe số
23500000.0,Honda,Air Blade,2016.0,10000.0,Đã sử dụng,100 - 175 cc,Tay ga
9500000.0,Honda,Lead,2009.0,80000.0,Đã sử dụng,100 - 175 cc,Tay ga
53800000.0,Honda,SH,2014.0,9000.0,Đã sử dụng,100 - 175 cc,Tay ga
39800000.0,Honda,Vario,2020.0,18000.0,Đã sử dụng,100 - 175 cc,Tay ga
7900000.0,Piaggio,Vespa,2009.0,9999.0,Đã sử dụng,100 - 175 cc,Tay ga
9900000.0,Honda,Air Blade,2009.0,300000.0,Đã sử dụng,100 - 175 cc,Tay ga
4600000.0,Yamaha,Nouvo,2013.0,12000.0,Đã sử dụng,100 - 175 cc,Tay ga
16000000.0,Yamaha,Exciter,2018.0,10000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
6900000.0,Honda,Wave,2017.0,1212.0,Đã sử dụng,50 - 100 cc,Xe số
2700000.0,SYM,Magic,2000.0,5.0,Đã sử dụng,100 - 175 cc,Xe số
30000000.0,Suzuki,GSX,2018.0,27000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
8800000.0,Yamaha,Sirius,2015.0,22.0,Đã sử dụng,100 - 175 cc,Xe số
53800000.0,Yamaha,MT,2021.0,7500.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
33800000.0,Kawasaki,Kawasaki,2018.0,40.0,Đã sử dụng,Trên 175 cc,Tay côn/Moto
18200000.0,Yamaha,Exciter,2015.0,30000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
3200000.0,Honda,Dream,2011.0,10000.0,Đã sử dụng,100 - 175 cc,Xe số
36000000.0,Piaggio,Vespa,2015.0,25000.0,Đã sử dụng,100 - 175 cc,Tay ga
11800000.0,Yamaha,Mio,2006.0,2563.0,Đã sử dụng,100 - 175 cc,Tay ga
53800000.0,Yamaha,MT,2021.0,4000.0,Đã sử dụng,100 - 175 cc,Tay côn/Moto
7500000.0,SYM,Elegant,2018.0,18000.0,Đã sử dụng,Dưới 50 cc,Xe số
