,Title,Price,Brand,Model,Reg_Date,Km,Condition,Capacity,Type,Location
3465,  bán hoặc giao lưu tất cả loại xe máy,18.000.000 đ ,Honda,MSX 125,2021,15000,Đã sử dụng,50 - 100 cc,Tay côn/Moto,"Phường Phước Thới, Quận Ô Môn, Cần Thơ"
3466,  môtô suzuki GSX1000 2017 GTHL,125.000.000 đ ,Suzuki,GSX,2017,20000,Đã sử dụng,Trên 175 cc,Tay côn/Moto,"Phường 5, Quận 10, Tp Hồ Chí Minh"
3467,  Honda Airblade 110cc hỗ trợ góp không trả trước,13.500.000 đ ,Honda,Air Blade,2012,55555,Đã sử dụng,100 - 175 cc,Tay ga,"506 Đường Âu Cơ, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh"
3468,  Lead Fi 110  2012 chính chủ biển mới 95%,8.000.000 đ ,Honda,Lead,2013,2000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội"
3469,  Vespa S fi chính chủ,18.500.000 đ ,Piaggio,Vespa,2011,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3470,  Mio Ultimo Máy êm bốc lửa huyền thoại hỗ trợ góp,6.500.000 đ ,Yamaha,Luvias,2008,50000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3471,  Raider 150fi dk 2022 lướt 1500km,34.500.000 đ ,Suzuki,Raider,2022,1500,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Tân An, Quận Ninh Kiều, Cần Thơ"
3472,  SH 150 ABS 12/2022 Đỏ New99%_Bảo Hành 2 Năm✅,99.900.000 đ ,Honda,SH,2022,2000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội"
3473,  Honda 150 Úp Full PS chưa Fi giấy tờ đầy đủ góp,12.500.000 đ ,Honda,PS,2002,50000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3474,  wave 2022 odo 1000km xe ken . bán ( 19tr200),19.200.000 đ ,Honda,Wave,2022,1000,Đã sử dụng,100 - 175 cc,Xe số,"Phường 5, Quận 11, Tp Hồ Chí Minh"
3475,  SUZUKI BELLA  MỚI KENG MÁY RING,8.500.000 đ ,Suzuki,Bella,2012,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"
3476,  XM HN: Wave 50cc ghi 2020 mới cứng chạy 7 ngìn km,12.000.000 đ ,Taya,Dòng khác,2020,7000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3477,  Yamaha Luvias 2013 mới 90% biển số thành phố,11.000.000 đ ,Yamaha,Luvias,2013,5,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
3478,  wave RSX xe đẹp máy zin siêu ngon,10.300.000 đ ,Honda,Wave,2013,30000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh"
3479,  CLICK THÁI SIÊU ĐẸP BSTP CHÍNH CHỦ,58.800.000 đ ,Honda,Click,2015,1,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3480,  Exiter đúng 2010.zin đẹp.góp tay đôi kg cần ngânh,25.500.000 đ ,Yamaha,Exciter,2010,393979,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3481,  Siêu Phẩm Winner V3 khoá smaskey 2022 chạy 2000km,30.800.000 đ ,Honda,Winner,2022,3000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội"
3482,  elizabeth áo đẹp máy êm ru- góp qua thẻ tín dụng,5.800.000 đ ,Honda,Air Blade,2007,30,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh"
3483,"  Winner V1, 2021, chạy bốc, mới 98%, chính chủ",15.800.000 đ ,Honda,Winner,2020,5000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
3484,  SH350i abs T10/2022 (máy thái) odo lướt 2k8 Bssg,133.000.000 đ ,Honda,SH,2022,2800,Đã sử dụng,Trên 175 cc,Tay ga,"Phường 10, Quận 8, Tp Hồ Chí Minh"
3485,  xe ga 50cc cực chất,13.500.000 đ ,Piaggio,Vespa,2020,5000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
3486,  Piagio Vespa Lx 3v ie 2016,22.500.000 đ ,Piaggio,Vespa,2016,15000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3487,  Honda Wave respol chính chủ biển Sài Gòn 4567,38.000.000 đ ,Honda,Wave,2009,20,Đã sử dụng,100 - 175 cc,Xe số,"Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh"
3488,  Honda Winner X hỗ trợ trả góp,25.500.000 đ ,Honda,Winner X,2019,22222,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh"
3489,  🌈Honda Vario150. Biển 63. 9chủ. Xe gin đẹp,39.300.000 đ ,Honda,Vario,2022,3000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 9, Quận 8, Tp Hồ Chí Minh"
3490,  Citi thùng,6.500.000 đ ,Daelim,Dòng khác,2008,30000,Đã sử dụng,50 - 100 cc,Xe số,"Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh"
3491,  Mạnh Hà Motor chào bán CB650R date 2022 odo 2k mới,219.000.000 đ ,Honda,CB,2022,1998,Đã sử dụng,Trên 175 cc,Tay côn/Moto,"Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"
3492,"  Bán xe LIBERTY 125 3Vie, bstp, xe đẹp, giá tốt",15.500.000 đ ,Piaggio,Liberty,2015,17000,Đã sử dụng,100 - 175 cc,Tay ga,"213A tân kỳ tân quý, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh"
3493,  Honda LEAD Trắng Sporty Cực Đẹp Biển VIP Tứ Quý 3,68.500.000 đ ,Honda,Lead,2013,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3494,  latte ít đi,32.500.000 đ ,Yamaha,Latte,2021,12000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh"
3495,  Shmode 125Fi Khoá Smartkey Xe Chính Chủ,46.800.000 đ ,Honda,SH Mode,2018,8000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh"
3496,  Honda Air Blade 125 đèn Led 2019 chính chủ mới 99%,23.500.000 đ ,Honda,Air Blade,2019,3000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
3497,  Wave a GIẤY TỜ NGAY NGẮN MÂY ZIN NGUYÊN BẢN,5.390.000 đ ,Honda,Wave,2010,20,Đã sử dụng,50 - 100 cc,Xe số,"Phường 14, Quận Tân Bình, Tp Hồ Chí Minh"
3498,  Future neo gt 2007,31.000.000 đ ,Honda,Future,2007,9999,Đã sử dụng,100 - 175 cc,Xe số,"Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh"
3499,  honda air blade full Thái BSTP CHÍNH CHỦ,14.900.000 đ ,Honda,Air Blade,2008,2000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh"
3500,  SH Mode trắng đen sport mẫu cũ chính chủ Bstp ✅,51.000.000 đ ,Honda,SH Mode,2018,18000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
3501,  EXCITER 62zz TOURING của chú PHẠM LUÂN,31.800.000 đ ,Yamaha,Exciter,2017,999,Đã sử dụng,100 - 175 cc,Xe số,"Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3502,  HONDA WINNER 150cc . Đk 2019 - BS 9.8282 - GOP,18.800.000 đ ,Honda,Winner,2019,12345,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh"
3503,  XM HoàngNam: Honda ClicK đời 2011 29Y7 xe đẹp 1 ch,11.500.000 đ ,Honda,Click,2011,17000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3504,  Vision 2017 chính chủ. máy êm zin 100%,20.500.000 đ ,Honda,Vision,2017,19,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 14, Quận 6, Tp Hồ Chí Minh"
3505,  thanh ly siriut 2014 bản kỉ niệm 15năm,10.600.000 đ ,Yamaha,Sirius,2014,41235,Đã sử dụng,100 - 175 cc,Xe số,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh"
3506,  winer,16.800 đ ,Honda,Winner,2016,6789,Đã sử dụng,100 - 175 cc,Xe số,"Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh"
3507,  PCX 125cc 2014 1 chủ BSTP chính chủ xe zin đẹp,33.500.000 đ ,Honda,PCX,2014,55000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh"
3508,"  Bán xe LEAD 125FI, bstp, xe đẹp, giá tốt",21.500.000 đ ,Honda,Lead,2015,12000,Đã sử dụng,100 - 175 cc,Tay ga,"213A tân kỳ tân quý, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh"
3509,  Sport 99 RGV Xe Zin máy êm chính chủ sang tên toàn,199.999.999 đ ,Suzuki,Sport / Xipo,1999,30000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3510,  Cần bán sh 150i doi 2014,28.500.000 đ ,Honda,SH,2014,40,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Thuận Hưng, Quận Thốt Nốt, Cần Thơ"
3511,  Xe haliem 50ccbien 65,6.900.000 đ ,Halim,Dòng khác,2008,54000,Đã sử dụng,Dưới 50 cc,Xe số,"Phường An Bình, Quận Ninh Kiều, Cần Thơ"
3512,"  xe airblade  110cc ngay chu,ki mua ban ok",13.300.000 đ ,Honda,Air Blade,2012,18000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh"
3513,  Suzuki Stinger Thanh Lý TQ Biển Dễ Nhìn Chính Chủ,136.000.000 đ ,Suzuki,Stinger,2021,1,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3514,  Honda Vario 150 (2021) chạy đúng 7 nghìn km,46.500.000 đ ,Honda,Vario,2021,7000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 2, Quận 10, Tp Hồ Chí Minh"
3515,  satria giấy phôtô,18.500.000 đ ,Suzuki,Satria,2019,44000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh"
3516,  AIR BLADE FI,14.000.000 đ ,Honda,Air Blade,2011,20000,Đã sử dụng,100 - 175 cc,Tay ga,"Thị trấn Long Thành, Huyện Long Thành, Đồng Nai"
3517,  ❤️Wave RSX 2015 Xe Zin Bstp Chính Chủ Hỗ Trợ Góp,12.900.000 đ ,Honda,Wave,2015,11000,Đã sử dụng,100 - 175 cc,Xe số,"540-542 Đường Minh Phụng, Phường 9, Quận 11, Tp Hồ Chí Minh"
3518,  wave 2019 bs đẹp,18.500.000 đ ,Honda,Wave,2019,8000,Đã sử dụng,100 - 175 cc,Xe số,"Phường 10, Quận 8, Tp Hồ Chí Minh"
3519,  bán xe wave apha,10.900.000 đ ,Honda,Wave,2004,66668,Đã sử dụng,100 - 175 cc,Xe số,"Phường An Bình, Thành phố Biên Hòa, Đồng Nai"
3520,  Lead 125 đời 2019 muốn bán,28.500.000 đ ,Honda,Lead,2019,9000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
3521,  cd125 benly đầu 15 chính chủ hqcn,165.000.000 đ ,Honda,CD,1997,250000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh"
3522,  AB Đen mù dk 2015 bs43. Đc 107 Khúc hạo,25.500.000 đ ,Honda,Air Blade,2015,16000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"
3523,  em cần bán epicuro,55.000.000 đ ,Suzuki,Epicuro,2000,13500,Đã sử dụng,Trên 175 cc,Tay ga,"Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh"
3524,  Vespa Sprint 12-2022 phiên bản S chính chủ bstp,75.000.000 đ ,Piaggio,Sprint,2023,2000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 3, Quận Phú Nhuận, Tp Hồ Chí Minh"
3525,  🔥 BÁN Honda Air Blade 110cc VN fun thái BSTP. ✅✅,12.700.000 đ ,Honda,Air Blade,2008,21000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh"
3526,  Bán chiếc xe Yamaha Mio Ultimo đang sử dụng tốt,4.950.000 đ ,Yamaha,Mio,2009,12345,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Đa Kao, Quận 1, Tp Hồ Chí Minh"
3527,  Vespa Halim 50cc Hàn Quốc 9chủ bstp,19.000.000 đ ,Halim,Dòng khác,2023,55,Đã sử dụng,Dưới 50 cc,Tay ga,"Phường 8, Quận 5, Tp Hồ Chí Minh"
3528,  Liberty 125 Abs 2018 bstp 9chủ xe đẹp máy zin ngon,29.800.000 đ ,Piaggio,Liberty,2018,10000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh"
3529,  Bán xe chính chủ - biển Hà Nội,25.000.000 đ ,Honda,Dream,2011,30000,Đã sử dụng,100 - 175 cc,Xe số,"Thị trấn Liên Quan, Huyện Thạch Thất, Hà Nội"
3530,  pcx siêu keng,33.500.000 đ ,Honda,PCX,2015,9000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"
3531,  Lô xe Win Hq cũ ở Sài gòn,3.900.000 đ ,Hãng khác,Dòng khác,2015,35000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3532,  Vespa S125 3vie 2014 màu trắng xe đẹp,27.500.000 đ ,Piaggio,Vespa S125,2014,20000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"
3533,  ab 2013 biển hà nội  chính chủ,13.800.000 đ ,Honda,Air Blade,2013,2345,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội"
3534,"  🤝CẦN MUA XE CŨ, GIÁ CAO TỚI NÓC🤝",96.960.000 đ ,Honda,SH,2020,9696,Đã sử dụng,100 - 175 cc,Tay ga,"Thành phố Thủ Đức, Tp Hồ Chí Minh"
3535,  Exciter 135 2010 5p71 bstp 9chủ xe đẹp máy cực dử,51.800.000 đ ,Yamaha,Exciter,2010,30000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh"
3536,  👉Bán xe SH mode 2015.125Fi. Up 2019.trắng đen 🌟xe,46.000.000 đ ,Honda,SH Mode,2015,7979,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk"
3537,  Honda Fuma 125 màu trắng biển 29Y5 còn rất mới,4.800.000 đ ,Honda,SCR,2010,20000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Văn Miếu, Quận Đống Đa, Hà Nội"
3538,  Medley 10/2022 Odo 2000 km mới 99.9% chính chủ,65.000.000 đ ,Piaggio,Medley,2023,2000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 3, Quận Phú Nhuận, Tp Hồ Chí Minh"
3539,  Suzuki Axelo 125cc đen trắng 2016 SD21000km Bs.Tp,10.700.000 đ ,Suzuki,Axelo,2016,21000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh"
3540,  Sh 125 cbs 2019,67.000.000 đ ,Honda,SH,2019,4754,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 15, Quận 8, Tp Hồ Chí Minh"
3541,"  [Chính Chủ]_Bán Xe Cub 81/50cc, Biển 4 số,Số TPHCM",120.000.000 đ ,Honda,Cub,1981,100000,Đã sử dụng,Dưới 50 cc,Xe số,"Phường 5, Quận 3, Tp Hồ Chí Minh"
3542,  Thanh lý Fusin 150cc BSTP chính hãng nguyên zin,6.500.000 đ ,Honda,@,2005,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh"
3543,  Yamaha Exciter 2018 CMND chủ,18.500.000 đ ,Yamaha,Exciter,2018,25000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh"
3544,"  Honda @ 150cc Nhập ý, Hỗ trợ góp trực tiếp",6.999.999 đ ,Honda,@,2002,50000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3545,  81-50cc siêu chất lượng ae kết nối bản nhám,9.500.000 đ ,Honda,Cub,2019,10000,Đã sử dụng,Dưới 50 cc,Xe số,"Phường Bưởi, Quận Tây Hồ, Hà Nội"
3546,  Ab Fi 2010 mới lột keo mới keng chạy êm du bs 39,14.200.000 đ ,Honda,Air Blade,2010,28000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh"
3547,  sym shark máy móc êm mạnh,7.200.000 đ ,SYM,Shark,2011,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh"
3548,  ✅PINK✅ Ab 2017 Robot Sài Gòn 9 chủ 🌈Góp Đậu 100%🌈,27.900.000 đ ,Honda,Air Blade,2017,1,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh"
3549,  honda rr150cc nguyên rin cực đẹp hỗ trợ ra tên,22.500.000 đ ,Honda,CBR,2017,123,Đã sử dụng,100 - 175 cc,Xe số,"Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"
3550,  Honda Ab Thái Fi bstp 1 chủ 4 số❤️❤️❤️ xe cọp,83.000.000 đ ,Honda,Air Blade,2009,16,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh"
3551,  WINNER150 BS68 MÁY ÊM ZIN có góp,17.800.000 đ ,Honda,Winner,2017,30000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Dĩ An, Thành phố Dĩ An, Bình Dương"
3552,  XeMayNamThi Lead125 nguyên bản đẹp 29C1-332.41,21.800.000 đ ,Honda,Lead,2014,25000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội"
3553,  Honda Air Blade full thái bstp chính chủ sang tên,14.800.000 đ ,Honda,Air Blade,2008,12345,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh"
3554,  Pcx 125 đời 2018 bstp 9chủ xe cọp bs cực đẹp.,40.800.000 đ ,Honda,PCX,2018,10000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh"
3555,  #vespa biển tp có bán hỗ trợ trả góp,12.800.000 đ ,Piaggio,Vespa,2012,17890,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3556,  Paggio Vespa GTS 125 2017 hỗ trợ trả góp,41.500.000 đ ,Piaggio,GTS,2017,17000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh"
3557,  Xe Nhập HONDA Beat - Xe Học Sinh & Bà Nội Trợ,29.300.000 đ ,Honda,Beat,2020,2665,Đã sử dụng,50 - 100 cc,Tay ga,"Phường 5, Quận Tân Bình, Tp Hồ Chí Minh"
3558,  Honda SH 300i bản ABS đời 2014 BSTP Chính chủ,111.000.000 đ ,Honda,SH,2014,15000,Đã sử dụng,Trên 175 cc,Tay ga,"Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3559,  Cần bán gấp xe Vario 150 bs thành phố chín chủ,38.600.000 đ ,Honda,Vario,2020,38000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 11, Quận 6, Tp Hồ Chí Minh"
3560,  Honda Wave S110 máy nguyên chính chủ nữ dùng bền,6.500.000 đ ,Honda,Wave,2015,12000,Đã sử dụng,100 - 175 cc,Xe số,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
3561,  Exciter 2009 kiểng cọp bs 61,38.800.000 đ ,Yamaha,Exciter,2009,25000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3562,  SH 150 CBS Đen Sần 2019 Mới 99% _Biển Vip 45.666✅,106.000.000 đ ,Honda,SH,2019,5000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội"
3563,  Xe thung cbs 150 12/2019 9c ki liền 5f Vpcc,77.000.000 đ ,Honda,SH,2019,11300,Đã sử dụng,100 - 175 cc,Tay ga,"Phường 13, Quận 4, Tp Hồ Chí Minh"
3564,  SYM ENJOI 110CC NGUYÊN RING,5.200.000 đ ,SYM,Enjoy,2012,25000,Đã sử dụng,50 - 100 cc,Tay ga,"Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"
3565,  CD250u chính chủ màu xanh,225.000.000 đ ,Honda,CD,2009,200000,Đã sử dụng,Trên 175 cc,Tay côn/Moto,"Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh"
3566,  Honda Lead 2010 BSTP Đẹp Bao Êm Mạnh K9c,8.600.000 đ ,Honda,Lead,2010,30000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh"
3567,  Honda wave s 2008 mới 90% biển số thành phố,10.500.000 đ ,Honda,Wave,2008,5,Đã sử dụng,100 - 175 cc,Xe số,"523 Lũy Bán Bích, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
3568,  XM HN :Grander 125fi 2016 trắng sữa máy sơnzin,23.500.000 đ ,Yamaha,Grande,2016,16000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
3569,  ab125 bsvip 04444 ko bao giờ chết dk 2017,53.900.000 đ ,Honda,Air Blade,2017,19000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh"
3570,  ab125 bsvip 04444 ko bao giờ chết dk 2017,53.900.000 đ ,Honda,Air Blade,2017,19000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh"
3571,  Honda Úp SH Ý 2012.xe máy móc ok.góp kg cần ngân H,19.500.000 đ ,Honda,SH,2012,393979,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3572,  WINNER BSTP CHÍNH CHỦ HỔ TRỢ GÓP KHÔNG TRẢ TRƯỚC,27.500.000 đ ,Honda,Winner,2016,1,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh"
3573,  Siêu Phẩm Exciter 150 Chính chủ máy zin xe Đẹp,19.500.000 đ ,Yamaha,Exciter,2018,7000,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội"
3574,  axelo biển sg máy zin bao êm- có hỗ trợ trả góp,8.800.000 đ ,Suzuki,Axelo,2015,30,Đã sử dụng,100 - 175 cc,Xe số,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh"
3575,  SH 150 Nhập Ý 2009 Bs đẹp 59K1-621.21 chưa rớt đầu,66.000.000 đ ,Honda,SH,2009,33000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh"
3576,  axelo pxl bs đẹp,13.900.000 đ ,Suzuki,Axelo,2016,39,Đã sử dụng,100 - 175 cc,Tay côn/Moto,"Phường 4, Quận 8, Tp Hồ Chí Minh"
3577,  Honda SH 150i chính chủ nguyên bản bao sang tên cc,34.800.000 đ ,Honda,SH,2012,12000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
3578,  Thanh lí xe Lead 110 Fi k9c,9.500.000 đ ,Honda,Lead,2011,70000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh"
3579,  SH 150. PHANH ABS. XE ĐI ÍT MỚI KEN.,79.000.000 đ ,Honda,SH,2018,15141,Đã sử dụng,100 - 175 cc,Tay ga,"Đường Ngô Quyền, Phường Bồng Sơn, Thị xã Hoài Nhơn, Bình Định"
3580,  lyberty 2019 abs siêu lướt mới 95%,32.500.000 đ ,Piaggio,Liberty,2019,8000,Đã sử dụng,100 - 175 cc,Tay ga,"Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
3581,  SUPEDREAM 2004 bs vip,14.500.000 đ ,Honda,Dream,2004,24569,Đã sử dụng,50 - 100 cc,Xe số,"Phường 7, Quận Tân Bình, Tp Hồ Chí Minh"
